"ID","NAME","EXTERNAL ID","DATA CENTER","STATUS"
"a990q0000008ct4AAA","CGAIGN001PD","CGAIGN001PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ct5AAA","CGAIGN002PD","CGAIGN002PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ct6AAA","CGAIGN003PD","CGAIGN003PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ct7AAA","CGAIGN004PD","CGAIGN004PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ct8AAA","CGAIGN005PD","CGAIGN005PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ct9AAA","CGAIGN006PD","CGAIGN006PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ctAAAQ","CGAIGN007PD","CGAIGN007PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ctBAAQ","CGAIGN009PD","CGAIGN009PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ctCAAQ","CGAIGN010PD","CGAIGN010PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008bedAAA","CGANWR1100PD","CGANWR1100PD","","Item Updated"
"a990q0000008beeAAA","CGANWR1150PD","CGANWR1150PD","","Item Updated"
"a990q0000008befAAA","CGANWR1151PD","CGANWR1151PD","","Item Updated"
"a990q0000008begAAA","CGASAPSRM01","CGASAPSRM01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008behAAA","CGASAPVRA01","CGASAPVRA01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beiAAA","CGASAPVRA02","CGASAPVRA02","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008ctDAAQ","CGASCOM001PD","CGASCOM001PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ctEAAQ","CGASCOM002PD","CGASCOM002PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008ctFAAQ","CGASCOM003PD","CGASCOM003PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008bejAAA","CGASQL707PD","CGASQL707PD","","Item Updated"
"a990q0000008bekAAA","CGASQL800PD","CGASQL800PD","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008belAAA","CGASSO806PD","CGASSO806PD","","Item Updated"
