"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(DBT.TICKET_SHIPMENT_OIL)","MAX(DBT.PRODUCTION_DATE)","STATUS"
"a8k16000000fzZpAAI","111012705022W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g10UAAQ","111012705123W302","Y","0.32048","0","09-MAY-18","Item Updated"
"a8k16000000g02WAAQ","111012705125W300","Y","0.18946","0","08-MAY-18","Item Updated"
"a8k16000000g1HNAAY","111012805123W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyECAAY","111012905125W300","Y","0","23.64","08-MAY-18","Item Updated"
"a8k16000000g1y7AAA","111013005125W302","Y","0.78479","0","09-MAY-18","Item Updated"
"a8k16000000g1CAAAY","111013104922W302","Y","0.11341","0","08-MAY-18","Item Updated"
"a8k1L000000KyrLQAS","111013204925W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g1t6AAA","111013205123W302","Y","0.06","0","09-MAY-18","Item Updated"
"a8k16000000fxlTAAQ","111013304827W300","Y","0.03175","0","08-MAY-18","Item Updated"
"a8k16000000fzZDAAY","111013304920W303","Y","0.12563","47.93","08-MAY-18","Item Updated"
"a8k16000000g0vEAAQ","111013304924W300","Y","0.21709","40.62","09-MAY-18","Item Updated"
"a8k16000000g03jAAA","111013404727W302","Y","0.63087","37.58","07-MAY-18","Item Updated"
"a8k16000000fxkLAAQ","111013504822W303","Y","0.15879","22.28","08-MAY-18","Item Updated"
"a8k16000000fy6MAAQ","111013505025W303","Y","0.08183","29.43","09-MAY-18","Item Updated"
"a8k16000000fznSAAQ","111013505124W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzYjAAI","111020105121W300","Y","0.1523","18.98","08-MAY-18","Item Updated"
"a8k16000000fz8ZAAQ","111020205020W300","Y","0","82.92","09-MAY-18","Item Updated"
"a8k1L000000Kyp7QAC","111020304922W302","Y","0.0023","22.61","09-MAY-18","Item Updated"
"a8k16000000fxrsAAA","111020304923W300","Y","0","74.1","09-MAY-18","Item Updated"
"a8k16000000g1yTAAQ","111020405225W300","Y","0.30926","24.02","08-MAY-18","Item Updated"
"a8k16000000fxf8AAA","111020505127W300","Y","0.0823","49.09","08-MAY-18","Item Updated"
"a8k16000000fxvuAAA","111020605022W300","Y","0.0664","74.43","09-MAY-18","Item Updated"
"a8k16000000g05zAAA","111020605326W300","Y","0","106.64","09-MAY-18","Item Updated"
"a8k16000000g0jPAAQ","111020704825W300","Y","0.28587","31.31","08-MAY-18","Item Updated"
"a8k16000000fxUQAAY","111020705225W302","Y","0.00949","21.97","08-MAY-18","Item Updated"
"a8k16000000g0vIAAQ","111020904825W300","Y","0.01217","36.25","09-MAY-18","Item Updated"
"a8k16000000fzAkAAI","111020904826W302","Y","0.57373","0","09-MAY-18","Item Updated"
"a8k16000000fyGDAAY","111021004821W300","Y","0.38887","17.27","09-MAY-18","Item Updated"
"a8k16000000fyS6AAI","111021004922W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g015AAA","111021105024W302","Y","0.0023","37.13","08-MAY-18","Item Updated"
"a8k1L000000bmAfQAI","111021105125W303","Y","0.0023","0","02-MAY-18","Item Updated"
"a8k16000000fzkNAAQ","111021304626W303","Y","0.07","0","09-MAY-18","Item Updated"
"a8k16000000g1GZAAY","111021404821W300","Y","0.06004","15.41","08-MAY-18","Item Updated"
"a8k16000000g10yAAA","111021404924W300","Y","0.12839","16.12","08-MAY-18","Item Updated"
"a8k16000000g1sMAAQ","111021505122W304","Y","0","80.69","09-MAY-18","Item Updated"
"a8k16000000g1rIAAQ","111021604922W304","Y","0.0523","0","09-MAY-18","Item Updated"
"a8k1L000000KykqQAC","111021605223W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g0U4AAI","111021704827W300","Y","0.04858","17.06","08-MAY-18","Item Updated"
"a8k16000000fxxAAAQ","111021704922W300","Y","0","4.2","08-MAY-18","Item Updated"
"a8k16000000fz9nAAA","111021705223W300","Y","0.11506","20.26","09-MAY-18","Item Updated"
"a8k16000000g1tjAAA","111021805223W302","Y","0.80827","0","09-MAY-18","Item Updated"
"a8k16000000fzLkAAI","111021905122W300","Y","0.1777","0","09-MAY-18","Item Updated"
"a8k16000000fzcnAAA","111022105020W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxyLAAQ","111022105025W300","Y","0.87292","0","08-MAY-18","Item Updated"
"a8k16000000g1S1AAI","111022105123W300","Y","0.08452","2.4","08-MAY-18","Item Updated"
"a8k16000000fy11AAA","111022304922W303","Y","0.07023","33.96","08-MAY-18","Item Updated"
"a8k16000000fzyOAAQ","111022305125W300","Y","0.03866","24.42","09-MAY-18","Item Updated"
"a8k16000000fz5uAAA","111022404920W302","Y","0.02524","0","09-MAY-18","Item Updated"
"a8k16000000g0dBAAQ","111022504628W300","Y","0.44193","0","08-MAY-18","Item Updated"
"a8k16000000fz9yAAA","111022504920W302","Y","0.44584","24.56","08-MAY-18","Item Updated"
"a8k16000000g0S8AAI","111022504925W305","Y","0.2775","25.04","08-MAY-18","Item Updated"
"a8k16000000fzjsAAA","111022705020W303","Y","0.3223","0","08-MAY-18","Item Updated"
"a8k16000000fy6JAAQ","111022705025W303","Y","0.07242","0","09-MAY-18","Item Updated"
"a8k16000000g1CWAAY","111022705123W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g02YAAQ","111022705125W302","Y","0.41422","0","08-MAY-18","Item Updated"
"a8k16000000fxU8AAI","111022705126W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fznYAAQ","111022805020W300","Y","0.04159","17.7","08-MAY-18","Item Updated"
"a8k1L000000KyngQAC","111023005122W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzQ6AAI","111023104425W300","Y","0.04956","75.81","09-MAY-18","Item Updated"
"a8k16000000fxjPAAQ","111023104922W300","Y","0.06958","0","08-MAY-18","Item Updated"
"a8k16000000fznOAAQ","111023105124W300","Y","0.30505","0","09-MAY-18","Item Updated"
"a8k16000000g1tkAAA","111023205123W300","Y","0.20537","52.48","09-MAY-18","Item Updated"
"a8k16000000fzuBAAQ","111023205207W400","Y","0.09651","0","08-MAY-18","Item Updated"
"a8k16000000fztRAAQ","111023304722W302","Y","0.11711","14.17","08-MAY-18","Item Updated"
"a8k16000000g20lAAA","111023305020W302","Y","0.4723","18.27","08-MAY-18","Item Updated"
"a8k16000000fzqoAAA","111023305022W300","Y","0.08621","0","09-MAY-18","Item Updated"
"a8k16000000fxXPAAY","111023404925W302","Y","0","107.49","09-MAY-18","Item Updated"
"a8k16000000fz0hAAA","111023405021W302","Y","0.13518","24.54","09-MAY-18","Item Updated"
"a8k16000000fxoSAAQ","111023504822W303","Y","0.01601","0","08-MAY-18","Item Updated"
"a8k16000000fxkUAAQ","111023504923W300","Y","0.1523","0","08-MAY-18","Item Updated"
"a8k16000000fyQkAAI","111023505126W302","Y","0.12359","0","08-MAY-18","Item Updated"
"a8k16000000fzqwAAA","111023605125W300","Y","0.25438","36.88","09-MAY-18","Item Updated"
"a8k16000000fzJqAAI","111030105020W300","Y","0.124","0","09-MAY-18","Item Updated"
"a8k16000000g10EAAQ","111030105025W305","Y","0.1523","21.32","08-MAY-18","Item Updated"
"a8k16000000fzYkAAI","111030105121W300","Y","0.05615","19","08-MAY-18","Item Updated"
"a8k16000000fzrVAAQ","111030105122W300","Y","0","15.52","09-MAY-18","Item Updated"
"a8k16000000g1EqAAI","111030105123W302","Y","0.07988","0","09-MAY-18","Item Updated"
"a8k16000000fzQEAAY","111030304525W300","Y","0.05","0","09-MAY-18","Item Updated"
"a8k16000000fyNYAAY","111030404922W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fy1ZAAQ","111030404927W302","Y","0.3847","19.81","09-MAY-18","Item Updated"
"a8k16000000fxvrAAA","111030505022W300","Y","0.28447","0","09-MAY-18","Item Updated"
"a8k16000000g0jQAAQ","111030704825W300","Y","0.22353","0","09-MAY-18","Item Updated"
"a8k16000000g1InAAI","111030704826W300","Y","0.03811","102.9","09-MAY-18","Item Updated"
"a8k16000000fxrGAAQ","111030705125W302","Y","1.34264","20.62","08-MAY-18","Item Updated"
"a8k16000000g0vpAAA","111030705225W302","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fzwZAAQ","111030905024W300","Y","0.38514","20.65","08-MAY-18","Item Updated"
"a8k16000000g1IVAAY","111031104921W300","Y","0.11953","0","09-MAY-18","Item Updated"
"a8k16000000fxa9AAA","111031104922W303","Y","0","18.03","08-MAY-18","Item Updated"
"a8k16000000g08cAAA","111031105027W300","Y","0.0273","0","08-MAY-18","Item Updated"
"a8k16000000fxz9AAA","111031205126W300","Y","0.008","0","02-MAY-18","Item Updated"
"a8k16000000fzJKAAY","111031205224W300","Y","0.096","0","08-MAY-18","Item Updated"
"a8k16000000fzkQAAQ","111031304626W303","Y","0.73352","0","08-MAY-18","Item Updated"
"a8k16000000fzOpAAI","111031305123W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fyQJAAY","111031305125W300","Y","0.0123","0","08-MAY-18","Item Updated"
"a8k16000000g0LtAAI","111031404427W300","Y","0.46865","13.58","08-MAY-18","Item Updated"
"a8k16000000fyFJAAY","111031504822W300","Y","0.05708","0","08-MAY-18","Item Updated"
"a8k16000000fyUbAAI","111031505024W302","Y","0.4623","0","08-MAY-18","Item Updated"
"a8k16000000g1bVAAQ","111031505122W303","Y","0","136.46","09-MAY-18","Item Updated"
"a8k16000000g1uaAAA","111031604922W302","Y","0.4023","0","09-MAY-18","Item Updated"
"a8k16000000fyKWAAY","111031704821W303","Y","0.22565","0","09-MAY-18","Item Updated"
"a8k16000000fyQuAAI","111031705125W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fyVKAAY","111031805125W300","Y","0.30338","0","02-MAY-18","Item Updated"
"a8k16000000fyWvAAI","111031904922W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzmtAAA","111031905020W304","Y","0.02442","0","09-MAY-18","Item Updated"
"a8k16000000g0PsAAI","111032004627W302","Y","0.2503","0","08-MAY-18","Item Updated"
"a8k16000000g1GxAAI","111032304922W303","Y","0.00264","16.34","08-MAY-18","Item Updated"
"a8k16000000fzZgAAI","111032305022W300","Y","0.1023","0","09-MAY-18","Item Updated"
"a8k16000000fz5vAAA","111032404920W300","Y","0","58.38","08-MAY-18","Item Updated"
"a8k16000000fzjLAAQ","111032504820W300","Y","0.06487","81.09","08-MAY-18","Item Updated"
"a8k16000000fxhEAAQ","111032504923W302","Y","0.6723","0","08-MAY-18","Item Updated"
"a8k16000000fzgdAAA","111032505020W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyHfAAI","111032505026W300","Y","0","32.45","08-MAY-18","Item Updated"
"a8k16000000fyMIAAY","111032505126W300","Y","0.3023","0","02-MAY-18","Item Updated"
"a8k16000000fzHGAAY","111032704826W300","Y","0.4823","0","09-MAY-18","Item Updated"
"a8k1L0000004CBGQA2","111032705020W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1ECAAY","111032705126W302","Y","0.00478","35.34","08-MAY-18","Item Updated"
"a8k1L000000KytrQAC","111032905021W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzTIAAY","111033004427W300","Y","0.21137","0","08-MAY-18","Item Updated"
"a8k1L000000KymuQAC","111033005025W302","Y","0.0023","0","02-MAY-18","Item Updated"
"a8k16000000g19qAAA","111033005227W300","Y","0.04644","0","02-MAY-18","Item Updated"
"a8k16000000fz1sAAA","111033104919W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fxjQAAQ","111033104922W300","Y","0.13647","55.88","09-MAY-18","Item Updated"
"a8k16000000g0KrAAI","111033104924W303","Y","0.05174","38.21","08-MAY-18","Item Updated"
"a8k16000000fznPAAQ","111033105124W300","Y","0.19286","18.25","08-MAY-18","Item Updated"
"a8k16000000g1tlAAA","111033205123W300","Y","0.1458","34.01","09-MAY-18","Item Updated"
"a8k16000000fxkEAAQ","111033404822W300","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fz0jAAA","111033405021W302","Y","0.20811","20.13","08-MAY-18","Item Updated"
"a8k16000000fzkAAAQ","111033405022W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g0iwAAA","111033504427W303","Y","0.28333","0","09-MAY-18","Item Updated"
"a8k16000000fz0lAAA","111033505021W300","Y","0.07137","12.52","08-MAY-18","Item Updated"
"a8k16000000fzJrAAI","111040105020W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzYlAAI","111040105121W300","Y","0.18801","0","08-MAY-18","Item Updated"
"a8k1L000000KypfQAC","111040105122W302","Y","0.0023","19.98","09-MAY-18","Item Updated"
"a8k16000000g1xxAAA","111040105123W303","Y","0.0598","0","09-MAY-18","Item Updated"
"a8k16000000fxbrAAA","111040205025W300","Y","0.77922","0","08-MAY-18","Item Updated"
"a8k16000000fzMzAAI","111040304524W300","Y","0.03981","0","09-MAY-18","Item Updated"
"a8k16000000fz5GAAQ","111040305122W300","Y","0.10363","141.41","09-MAY-18","Item Updated"
"a8k1L000000KyrWQAS","111040404922W302","Y","0.06144","19.45","08-MAY-18","Item Updated"
"a8k16000000g1yWAAQ","111040405225W303","Y","0.52966","24.44","08-MAY-18","Item Updated"
"a8k16000000g1A2AAI","111040505124W304","Y","0","19.32","09-MAY-18","Item Updated"
"a8k16000000g0jRAAQ","111040704825W300","Y","0","22.88","09-MAY-18","Item Updated"
"a8k16000000g0vyAAA","111040704826W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k1L000000Kyl5QAC","111040705024W304","Y","0.0023","21.16","08-MAY-18","Item Updated"
"a8k16000000g1I9AAI","111040705222W300","Y","0.21563","0","09-MAY-18","Item Updated"
"a8k16000000fyCLAAY","111040804821W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fyMyAAI","111040904923W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1HeAAI","111040905122W303","Y","0.008","0","03-MAY-18","Item Updated"
"a8k16000000fz5WAAQ","111040905223W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzMPAAY","111041104920W300","Y","0.02175","21.64","09-MAY-18","Item Updated"
"a8k16000000fyWmAAI","111041204822W300","Y","0.38436","18.79","08-MAY-18","Item Updated"
"a8k16000000fxgOAAQ","111041304924W300","Y","0.1623","0","09-MAY-18","Item Updated"
"a8k16000000g0LuAAI","111041404427W300","Y","0.25","0","09-MAY-18","Item Updated"
"a8k16000000fxU7AAI","111041605024W303","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxxBAAQ","111041704922W300","Y","0.17877","20.24","08-MAY-18","Item Updated"
"a8k16000000fxwqAAA","111042104922W300","Y","0.35194","15.91","08-MAY-18","Item Updated"
"a8k16000000fy15AAA","111042304922W303","Y","0.17137","0","09-MAY-18","Item Updated"
"a8k16000000fzZhAAI","111042305022W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzqGAAQ","111042404821W302","Y","0.01283","0","03-MAY-18","Item Updated"
"a8k16000000fzjMAAQ","111042504820W300","Y","0.08188","51.18","09-MAY-18","Item Updated"
"a8k16000000fyEYAAY","111042505126W300","Y","0.04458","0","08-MAY-18","Item Updated"
"a8k16000000fzqOAAQ","111042605021W300","Y","0.25569","17.08","09-MAY-18","Item Updated"
"a8k16000000g1qdAAA","111042704523W302","Y","0.01015","0","08-MAY-18","Item Updated"
"a8k16000000fzRfAAI","111042705123W303","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1u6AAA","111042705126W303","Y","0.1343","0","02-MAY-18","Item Updated"
"a8k16000000fzTJAAY","111043004427W300","Y","0.2504","0","09-MAY-18","Item Updated"
"a8k16000000g0KtAAI","111043104924W302","Y","0","148.33","08-MAY-18","Item Updated"
"a8k16000000g1HjAAI","111043105022W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzq5AAA","111043204820W302","Y","0.48327","0","09-MAY-18","Item Updated"
"a8k16000000fz0sAAA","111043305022W304","Y","0.34161","0","08-MAY-18","Item Updated"
"a8k16000000fzkCAAQ","111043405022W302","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fyIeAAI","111043405126W302","Y","0.13883","0","02-MAY-18","Item Updated"
"a8k16000000fxodAAA","111043504822W304","Y","0.01752","0","09-MAY-18","Item Updated"
"a8k16000000fz0mAAA","111043505021W302","Y","0.14563","1.79","09-MAY-18","Item Updated"
"a8k16000000fzA5AAI","111043604920W300","Y","0.161","182.83","09-MAY-18","Item Updated"
"a8k16000000fzJsAAI","111050105020W300","Y","0.1555","0","09-MAY-18","Item Updated"
"a8k16000000g0ICAAY","111050105027W300","Y","0.0073","24.97","08-MAY-18","Item Updated"
"a8k16000000fzYmAAI","111050105121W300","Y","0.14076","63.4","09-MAY-18","Item Updated"
"a8k1L000000KyklQAC","111050205025W302","Y","0.0023","25.45","08-MAY-18","Item Updated"
"a8k16000000fyM5AAI","111050205125W303","Y","0.4023","42.82","08-MAY-18","Item Updated"
"a8k16000000fzN0AAI","111050304524W300","Y","0.00541","12.08","08-MAY-18","Item Updated"
"a8k16000000fzQFAAY","111050304525W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyQFAAY","111050305125W300","Y","0.6123","0","09-MAY-18","Item Updated"
"a8k16000000g0Y6AAI","111050404423W300","Y","0.13839","0","09-MAY-18","Item Updated"
"a8k16000000fy54AAA","111050404927W300","Y","0.37509","9.52","08-MAY-18","Item Updated"
"a8k16000000g1zoAAA","111050504823W303","Y","0.3023","0","08-MAY-18","Item Updated"
"a8k16000000fyNmAAI","111050504922W303","Y","0.1523","18.95","08-MAY-18","Item Updated"
"a8k16000000k9c1AAA","111050505024W302","Y","1.21653","15.44","09-MAY-18","Item Updated"
"a8k16000000g1kkAAA","111050605026W302","Y","0.15045","41.89","08-MAY-18","Item Updated"
"a8k16000000g0jSAAQ","111050704825W300","Y","0.33273","18.61","08-MAY-18","Item Updated"
"a8k16000000fz6tAAA","111050704826W300","Y","0.20492","50.81","09-MAY-18","Item Updated"
"a8k16000000g1DMAAY","111050705024W303","Y","0.25","23.76","08-MAY-18","Item Updated"
"a8k16000000g1HrAAI","111050705222W300","Y","0.07249","0","09-MAY-18","Item Updated"
"a8k16000000fzSuAAI","111050904525W300","Y","0.18912","18.91","08-MAY-18","Item Updated"
"a8k16000000fyCSAAY","111050904821W300","Y","0.06397","30.64","09-MAY-18","Item Updated"
"a8k16000000fzAnAAI","111050904826W300","Y","0","20.98","09-MAY-18","Item Updated"
"a8k16000000fyK9AAI","111050905022W302","Y","0.03105","37.18","08-MAY-18","Item Updated"
"a8k16000000fzwcAAA","111050905024W302","Y","0.32938","14.27","08-MAY-18","Item Updated"
"a8k16000000fzCqAAI","111050905122W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fz5YAAQ","111050905223W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyGLAAY","111051004821W303","Y","0.15096","18.04","08-MAY-18","Item Updated"
"a8k16000000fySBAAY","111051004922W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyODAAY","111051005022W303","Y","0.20547","17.18","09-MAY-18","Item Updated"
"a8k16000000fy7NAAQ","111051005123W300","Y","0.71429","0","09-MAY-18","Item Updated"
"a8k16000000fyWoAAI","111051204822W303","Y","0.37044","0","08-MAY-18","Item Updated"
"a8k16000000g17CAAQ","111051304728W302","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fxgPAAQ","111051304924W300","Y","0.08532","40.78","08-MAY-18","Item Updated"
"a8k16000000fxs4AAA","111051504923W300","Y","0.85333","0","09-MAY-18","Item Updated"
"a8k1L0000008OqLQAU","111051505024W304","Y","0.0023","72.45","08-MAY-18","Item Updated"
"a8k16000000fxtHAAQ","111051604922W300","Y","0.13563","15.67","08-MAY-18","Item Updated"
"a8k16000000fxY9AAI","111051605024W300","Y","0","43.4","08-MAY-18","Item Updated"
"a8k16000000g03VAAQ","111051704627W300","Y","0.12679","39.97","08-MAY-18","Item Updated"
"a8k16000000fyOQAAY","111051704821W300","Y","0.13734","36","08-MAY-18","Item Updated"
"a8k16000000fyN1AAI","111051804923W302","Y","0.11046","33.75","08-MAY-18","Item Updated"
"a8k16000000g1IXAAY","111051904919W302","Y","0.5323","0","08-MAY-18","Item Updated"
"a8k16000000fxiRAAQ","111051905024W303","Y","0.14775","37.12","08-MAY-18","Item Updated"
"a8k16000000fxaiAAA","111052204923W300","Y","0.0423","88.22","09-MAY-18","Item Updated"
"a8k16000000fy16AAA","111052304922W300","Y","0.22187","0","09-MAY-18","Item Updated"
"a8k16000000fzPWAAY","111052404920W300","Y","0","79.75","09-MAY-18","Item Updated"
"a8k16000000g1ntAAA","111052405020W303","Y","0.11784","63.53","09-MAY-18","Item Updated"
"a8k16000000fyNQAAY","111052704822W303","Y","0.1173","40.28","09-MAY-18","Item Updated"
"a8k16000000fzZ9AAI","111052704920W300","Y","0.06213","36.69","09-MAY-18","Item Updated"
"a8k1L000000KyqCQAS","111052705022W303","Y","0.0023","97.67","09-MAY-18","Item Updated"
"a8k16000000fzRiAAI","111052705123W303","Y","0.0023","37.4","09-MAY-18","Item Updated"
"a8k16000000fxTEAAY","111052705126W302","Y","0.06503","52.35","08-MAY-18","Item Updated"
"a8k16000000g039AAA","111052904827W303","Y","0.10129","0","08-MAY-18","Item Updated"
"a8k16000000fyHJAAY","111052904927W300","Y","0.3173","0","08-MAY-18","Item Updated"
"a8k16000000fzgNAAQ","111052905021W302","Y","0.04163","0","08-MAY-18","Item Updated"
"a8k16000000fyI2AAI","111052905125W303","Y","0.13958","20.9","09-MAY-18","Item Updated"
"a8k16000000g1HKAAY","111053104919W302","Y","0.008","77.54","09-MAY-18","Item Updated"
"a8k16000000g1zlAAA","111053304723W300","Y","0.30544","0","08-MAY-18","Item Updated"
"a8k16000000fz0uAAA","111053305022W302","Y","0.1548","0","09-MAY-18","Item Updated"
"a8k16000000g0ARAAY","111053404826W300","Y","0.33247","0","09-MAY-18","Item Updated"
